Open,High,Low,Close,Adj Close,Volume
434.04998779296875,435.1499938964844,432.95001220703125,433.45001220703125,433.45001220703125,0
433.5199890136719,434.8500061035156,432.989990234375,434.7799987792969,434.7799987792969,0
434.3699951171875,435.239990234375,433.25,434.44000244140625,434.44000244140625,0
434.5400085449219,436.1700134277344,434.5,435.30999755859375,435.30999755859375,0
435.2200012207031,436.32000732421875,434.8900146484375,434.94000244140625,434.94000244140625,0
434.95001220703125,435.94000244140625,434.79998779296875,434.9100036621094,434.9100036621094,0
435.0,435.70001220703125,434.760009765625,435.4200134277344,435.4200134277344,0
435.6700134277344,436.3900146484375,435.0799865722656,435.5899963378906,435.5899963378906,0
435.44000244140625,436.0899963378906,434.82000732421875,434.82000732421875,434.82000732421875,0
434.7200012207031,435.8500061035156,434.6700134277344,435.3500061035156,435.3500061035156,0
435.4800109863281,435.4800109863281,435.4800109863281,435.4800109863281,435.4800109863281,0
435.5199890136719,436.6499938964844,435.5199890136719,436.2300109863281,436.2300109863281,0
436.19000244140625,437.0199890136719,435.8500061035156,436.67999267578125,436.67999267578125,0
436.6099853515625,436.75,434.1700134277344,434.7799987792969,434.7799987792969,0
434.7799987792969,435.32000732421875,433.92999267578125,434.739990234375,434.739990234375,0
434.739990234375,435.3800048828125,434.0,434.5199890136719,434.5199890136719,0
434.6000061035156,435.3999938964844,433.7900085449219,433.8399963378906,433.8399963378906,0
434.5,435.0799865722656,433.7900085449219,433.7900085449219,433.7900085449219,0
434.55999755859375,434.5799865722656,432.7300109863281,432.9599914550781,432.9599914550781,0
433.260009765625,434.4200134277344,432.489990234375,433.010009765625,433.010009765625,0
433.9200134277344,435.2900085449219,433.6199951171875,435.1300048828125,435.1300048828125,0
434.95001220703125,436.07000732421875,434.7799987792969,435.57000732421875,435.57000732421875,0
435.5799865722656,436.2699890136719,435.010009765625,435.9200134277344,435.9200134277344,0
435.94000244140625,436.3399963378906,434.8500061035156,435.4700012207031,435.4700012207031,0
434.8999938964844,435.92999267578125,434.5899963378906,435.80999755859375,435.80999755859375,0
435.54998779296875,436.1700134277344,435.010009765625,435.45001220703125,435.45001220703125,0
435.6099853515625,436.739990234375,435.2099914550781,436.5299987792969,436.5299987792969,0
436.75,437.19000244140625,436.2099914550781,436.489990234375,436.489990234375,0
436.69000244140625,436.8800048828125,435.6400146484375,436.3900146484375,436.3900146484375,0
436.6199951171875,437.239990234375,435.75,436.3500061035156,436.3500061035156,0
436.0299987792969,436.0299987792969,436.0299987792969,436.0299987792969,436.0299987792969,0
436.2200012207031,436.739990234375,436.20001220703125,436.57000732421875,436.57000732421875,0
436.54998779296875,437.0,436.010009765625,436.989990234375,436.989990234375,0
436.42999267578125,436.5199890136719,434.32000732421875,434.4700012207031,434.4700012207031,0
434.5299987792969,435.45001220703125,434.3699951171875,434.9200134277344,434.9200134277344,0
434.57000732421875,436.1199951171875,434.42999267578125,436.04998779296875,436.04998779296875,0
436.05999755859375,436.4599914550781,435.20001220703125,435.70001220703125,435.70001220703125,0
435.1400146484375,436.9200134277344,435.1400146484375,436.7699890136719,436.7699890136719,0
436.30999755859375,437.1099853515625,435.8800048828125,436.2699890136719,436.2699890136719,0
436.55999755859375,437.0400085449219,435.7699890136719,436.6300048828125,436.6300048828125,0
433.92999267578125,433.92999267578125,430.82000732421875,431.6099853515625,431.6099853515625,0
431.42999267578125,431.9100036621094,430.82000732421875,431.1199951171875,431.1199951171875,0
430.760009765625,431.45001220703125,428.239990234375,428.239990234375,428.239990234375,0
428.2200012207031,428.95001220703125,427.75,428.0,428.0,0
428.3999938964844,428.70001220703125,426.3299865722656,427.5799865722656,427.5799865722656,0
427.1499938964844,428.0299987792969,426.7099914550781,426.9700012207031,426.9700012207031,0
427.2699890136719,427.9700012207031,426.4100036621094,427.25,427.25,0
427.0,427.3999938964844,425.739990234375,426.2900085449219,426.2900085449219,0
426.55999755859375,426.7699890136719,425.2900085449219,425.5400085449219,425.5400085449219,0
425.4599914550781,426.3399963378906,424.2200012207031,425.3699951171875,425.3699951171875,0
426.17999267578125,426.17999267578125,426.17999267578125,426.17999267578125,426.17999267578125,0
426.239990234375,426.6700134277344,425.57000732421875,425.7099914550781,425.7099914550781,0
426.4800109863281,428.6000061035156,426.20001220703125,428.6000061035156,428.6000061035156,0
428.7099914550781,429.55999755859375,428.3699951171875,429.55999755859375,429.55999755859375,0
429.4599914550781,430.6300048828125,429.3399963378906,430.19000244140625,430.19000244140625,0
429.80999755859375,431.989990234375,429.2799987792969,431.69000244140625,431.69000244140625,0
431.5799865722656,431.7799987792969,430.1700134277344,430.3699951171875,430.3699951171875,0
430.4700012207031,431.260009765625,430.0899963378906,430.6600036621094,430.6600036621094,0
430.739990234375,430.7799987792969,429.3900146484375,429.94000244140625,429.94000244140625,0
430.3500061035156,430.6000061035156,429.5299987792969,430.4599914550781,430.4599914550781,0
426.44000244140625,426.69000244140625,424.3800048828125,424.6700134277344,424.6700134277344,0
424.6099853515625,427.44000244140625,424.4599914550781,427.20001220703125,427.20001220703125,0
427.0400085449219,427.4700012207031,426.2900085449219,426.6300048828125,426.6300048828125,0
426.6300048828125,427.0400085449219,425.70001220703125,426.5299987792969,426.5299987792969,0
426.2799987792969,426.9200134277344,425.6099853515625,426.07000732421875,426.07000732421875,0
425.6600036621094,427.95001220703125,425.6600036621094,427.44000244140625,427.44000244140625,0
427.7799987792969,428.69000244140625,427.3699951171875,427.6099853515625,427.6099853515625,0
427.4599914550781,428.80999755859375,427.0899963378906,428.5400085449219,428.5400085449219,0
