Open,High,Low,Close,Adj Close,Volume
562.8800048828125,565.8300170898438,559.1400146484375,559.5399780273438,559.5399780273438,0
562.2100219726562,563.3599853515625,559.4000244140625,563.3499755859375,563.3499755859375,0
563.3499755859375,565.4500122070312,560.1199951171875,562.6500244140625,562.6500244140625,0
562.6500244140625,566.3400268554688,562.6500244140625,563.02001953125,563.02001953125,0
565.6900024414062,566.469970703125,562.9400024414062,563.1900024414062,563.1900024414062,0
563.3699951171875,566.0399780273438,562.760009765625,562.760009765625,562.760009765625,0
565.4299926757812,565.8599853515625,562.760009765625,563.5599975585938,563.5599975585938,0
563.5599975585938,564.030029296875,562.9500122070312,563.5999755859375,563.5999755859375,0
563.5999755859375,566.260009765625,563.5999755859375,563.5999755859375,563.5999755859375,0
564.030029296875,565.989990234375,560.6599731445312,563.8900146484375,563.8900146484375,0
564.030029296875,564.030029296875,564.030029296875,564.030029296875,564.030029296875,0
564.0999755859375,568.0599975585938,564.0999755859375,565.3900146484375,565.3900146484375,0
564.75,568.0,564.47998046875,564.47998046875,564.47998046875,0
564.47998046875,567.27001953125,560.9500122070312,560.9500122070312,560.9500122070312,0
560.9500122070312,563.8300170898438,560.52001953125,561.0399780273438,561.0399780273438,0
561.0399780273438,563.8900146484375,560.52001953125,561.1699829101562,561.1699829101562,0
561.1699829101562,564.5800170898438,561.1699829101562,561.5599975585938,561.5599975585938,0
564.22998046875,564.6599731445312,559.8599853515625,562.52001953125,562.52001953125,0
559.8599853515625,563.5399780273438,559.8599853515625,560.4400024414062,560.4400024414062,0
560.4400024414062,563.1099853515625,559.7999877929688,559.8900146484375,559.8900146484375,0
560.8300170898438,564.8300170898438,558.2100219726562,564.7999877929688,564.7999877929688,0
564.7999877929688,565.760009765625,562.3900146484375,562.97998046875,562.97998046875,0
562.97998046875,566.0800170898438,562.9299926757812,563.3599853515625,563.3599853515625,0
562.9299926757812,566.280029296875,562.25,562.25,562.25,0
562.25,564.9199829101562,561.469970703125,561.9000244140625,561.9000244140625,0
561.469970703125,564.9000244140625,561.469970703125,562.22998046875,562.22998046875,0
562.22998046875,568.1599731445312,562.22998046875,565.4199829101562,565.4199829101562,0
565.4199829101562,568.8400268554688,565.4199829101562,565.530029296875,565.530029296875,0
565.3499755859375,566.1900024414062,564.6199951171875,566.1900024414062,566.1900024414062,0
565.760009765625,568.3499755859375,565.0399780273438,565.8200073242188,565.8200073242188,0
568.9199829101562,568.9199829101562,568.47998046875,568.780029296875,568.780029296875,0
568.3499755859375,568.8099975585938,565.3900146484375,567.489990234375,567.489990234375,0
567.489990234375,568.27001953125,561.5999755859375,562.0,562.0,0
562.0,562.72998046875,561.5700073242188,561.6500244140625,561.6500244140625,0
561.6500244140625,564.8300170898438,561.5900268554688,562.0,562.0,0
562.0800170898438,564.8300170898438,561.6500244140625,562.8099975585938,562.8099975585938,0
562.3699951171875,565.5800170898438,562.3699951171875,565.5800170898438,565.5800170898438,0
565.5800170898438,565.719970703125,562.1799926757812,562.7899780273438,562.7899780273438,0
562.7899780273438,565.6799926757812,561.0800170898438,561.0800170898438,561.0800170898438,0
561.77001953125,561.77001953125,557.5999755859375,560.3300170898438,560.3300170898438,0
560.3300170898438,561.010009765625,557.6599731445312,560.25,560.25,0
557.5900268554688,557.5900268554688,550.989990234375,550.989990234375,550.989990234375,0
550.989990234375,554.97998046875,550.989990234375,553.9000244140625,553.9000244140625,0
553.9000244140625,554.5499877929688,549.9400024414062,552.4299926757812,552.4299926757812,0
552.5700073242188,553.6400146484375,550.3300170898438,553.3900146484375,553.3900146484375,0
550.719970703125,553.8200073242188,550.719970703125,551.1500244140625,551.1500244140625,0
553.8200073242188,553.8499755859375,547.9500122070312,550.530029296875,550.530029296875,0
550.530029296875,551.0499877929688,546.5800170898438,546.6599731445312,546.6599731445312,0
549.3300170898438,550.1099853515625,546.5,547.0999755859375,547.0999755859375,0
547.0999755859375,547.0999755859375,547.0999755859375,547.0999755859375,547.0999755859375,0
547.0999755859375,550.0499877929688,547.0999755859375,547.3200073242188,547.3200073242188,0
547.1900024414062,550.3400268554688,543.3300170898438,550.3400268554688,550.3400268554688,0
550.4199829101562,551.6799926757812,550.4199829101562,550.739990234375,550.739990234375,0
550.739990234375,554.4099731445312,550.739990234375,553.8300170898438,553.8300170898438,0
553.8300170898438,554.77001953125,550.8099975585938,552.0599975585938,552.0599975585938,0
552.0599975585938,555.1099853515625,547.9000244140625,547.9000244140625,547.9000244140625,0
547.97998046875,551.0800170898438,547.6400146484375,550.739990234375,550.739990234375,0
548.0700073242188,550.9000244140625,547.5599975585938,550.3099975585938,550.3099975585938,0
550.3099975585938,551.5599975585938,547.6400146484375,548.9500122070312,548.9500122070312,0
548.010009765625,548.010009765625,544.6099853515625,545.6900024414062,545.6900024414062,0
545.6900024414062,551.3400268554688,545.0399780273438,551.3400268554688,551.3400268554688,0
548.239990234375,553.2899780273438,547.969970703125,550.1900024414062,550.1900024414062,0
550.1900024414062,552.2100219726562,549.2100219726562,551.8699951171875,551.8699951171875,0
549.1500244140625,552.25,548.2100219726562,548.2100219726562,548.2100219726562,0
548.2100219726562,551.9600219726562,548.2100219726562,548.27001953125,548.27001953125,0
548.27001953125,552.1799926757812,548.27001953125,549.510009765625,549.510009765625,0
552.1799926757812,552.1799926757812,548.72998046875,548.72998046875,548.72998046875,0
551.4000244140625,551.7000122070312,548.72998046875,549.1699829101562,549.1699829101562,0
549.1699829101562,551.8400268554688,548.9500122070312,551.6099853515625,551.6099853515625,0
