Interval,Date,Open,High,Low,Close,Adj Close,Volume
5m,2023-11-09 10:00:00+07:00,97.0,97.0,96.75,96.75,96.75,0
5m,2023-11-09 10:05:00+07:00,96.75,97.0,96.75,97.0,97.0,7200
5m,2023-11-09 10:10:00+07:00,96.75,97.0,96.75,96.75,96.75,7667
5m,2023-11-09 10:15:00+07:00,96.75,97.0,96.75,96.75,96.75,10837
5m,2023-11-09 10:20:00+07:00,96.75,97.0,96.75,97.0,97.0,229149
5m,2023-11-09 10:25:00+07:00,97.0,97.0,96.75,97.0,97.0,5963
5m,2023-11-09 10:30:00+07:00,96.75,97.0,96.75,97.0,97.0,9569
5m,2023-11-09 10:35:00+07:00,96.75,97.0,96.75,96.75,96.75,23682
5m,2023-11-09 10:40:00+07:00,96.75,97.0,96.75,96.75,96.75,17311
5m,2023-11-09 10:45:00+07:00,96.75,97.0,96.75,97.0,97.0,830
5m,2023-11-09 10:50:00+07:00,96.75,97.0,96.75,97.0,97.0,350
5m,2023-11-09 10:55:00+07:00,97.0,97.0,96.75,96.75,96.75,1503
5m,2023-11-09 11:00:00+07:00,96.75,97.0,96.75,97.0,97.0,511
5m,2023-11-09 11:05:00+07:00,97.0,97.0,96.75,96.75,96.75,65700
5m,2023-11-09 11:10:00+07:00,97.0,97.0,96.75,97.0,97.0,6000
5m,2023-11-09 11:15:00+07:00,96.75,97.0,96.75,96.75,96.75,67900
5m,2023-11-09 11:20:00+07:00,97.0,97.0,96.75,97.0,97.0,3910
5m,2023-11-09 11:25:00+07:00,96.75,97.0,96.75,97.0,97.0,1350
5m,2023-11-09 11:30:00+07:00,97.0,97.0,96.75,97.0,97.0,622
5m,2023-11-09 11:35:00+07:00,96.75,97.0,96.75,96.75,96.75,4600
5m,2023-11-09 11:40:00+07:00,96.75,97.0,96.75,97.0,97.0,1844
5m,2023-11-09 11:45:00+07:00,97.0,97.0,97.0,97.0,97.0,2750
5m,2023-11-09 11:50:00+07:00,97.0,97.0,97.0,97.0,97.0,6343
5m,2023-11-09 11:55:00+07:00,97.0,97.0,96.75,97.0,97.0,15804
5m,2023-11-09 12:00:00+07:00,96.75,96.75,96.75,96.75,96.75,2401
5m,2023-11-09 12:05:00+07:00,96.75,97.0,96.75,96.75,96.75,17600
5m,2023-11-09 12:10:00+07:00,96.75,96.75,96.75,96.75,96.75,0
5m,2023-11-09 12:15:00+07:00,96.75,97.0,96.75,96.75,96.75,74768
5m,2023-11-09 12:20:00+07:00,96.75,97.0,96.75,97.0,97.0,83703
5m,2023-11-09 12:25:00+07:00,96.75,97.0,96.75,97.0,97.0,1926
5m,2023-11-09 14:25:00+07:00,97.0,97.25,96.75,97.0,97.0,301605
5m,2023-11-09 14:30:00+07:00,97.0,97.0,97.0,97.0,97.0,229
5m,2023-11-09 14:35:00+07:00,96.75,97.0,96.75,96.75,96.75,9020
5m,2023-11-09 14:40:00+07:00,97.0,97.0,96.75,97.0,97.0,52750
5m,2023-11-09 14:45:00+07:00,97.0,97.0,97.0,97.0,97.0,4500
5m,2023-11-09 14:50:00+07:00,97.0,97.0,96.75,96.75,96.75,0
5m,2023-11-09 14:55:00+07:00,96.75,96.75,96.75,96.75,96.75,200
5m,2023-11-09 15:00:00+07:00,97.0,97.25,97.0,97.0,97.0,136616
5m,2023-11-09 15:05:00+07:00,97.0,97.25,97.0,97.0,97.0,69498
5m,2023-11-09 15:10:00+07:00,97.0,97.0,97.0,97.0,97.0,4700
5m,2023-11-09 15:15:00+07:00,96.75,97.0,96.75,97.0,97.0,810
5m,2023-11-09 15:20:00+07:00,97.0,97.0,96.75,97.0,97.0,702
5m,2023-11-09 15:25:00+07:00,97.0,97.25,97.0,97.25,97.25,162300
5m,2023-11-09 15:30:00+07:00,97.25,97.25,97.0,97.25,97.25,71814
5m,2023-11-09 15:35:00+07:00,97.25,97.25,97.25,97.25,97.25,200
5m,2023-11-09 15:40:00+07:00,97.25,97.25,97.25,97.25,97.25,1151
5m,2023-11-09 15:45:00+07:00,97.25,97.25,97.0,97.25,97.25,2930
5m,2023-11-09 15:50:00+07:00,97.25,97.25,97.0,97.0,97.0,800
5m,2023-11-09 15:55:00+07:00,97.25,97.25,97.0,97.0,97.0,282710
5m,2023-11-09 16:00:00+07:00,97.0,97.25,97.0,97.0,97.0,3396
5m,2023-11-09 16:05:00+07:00,97.0,97.25,97.0,97.25,97.25,22112
5m,2023-11-09 16:10:00+07:00,97.0,97.25,97.0,97.25,97.25,702
5m,2023-11-09 16:15:00+07:00,97.0,97.25,97.0,97.0,97.0,58010
5m,2023-11-09 16:20:00+07:00,97.0,97.25,97.0,97.0,97.0,54103
5m,2023-11-09 16:25:00+07:00,97.0,97.25,97.0,97.25,97.25,41100
5m,2023-11-10 10:00:00+07:00,96.5,96.75,96.5,96.75,96.75,0
5m,2023-11-10 10:05:00+07:00,96.75,96.75,96.25,96.5,96.5,251801
5m,2023-11-10 10:10:00+07:00,96.5,96.75,96.25,96.5,96.5,313399
5m,2023-11-10 10:15:00+07:00,96.5,96.75,96.25,96.5,96.5,83615
5m,2023-11-10 10:20:00+07:00,96.75,97.0,96.75,96.75,96.75,161506
5m,2023-11-10 10:25:00+07:00,97.0,97.0,96.75,96.75,96.75,35683
5m,2023-11-10 10:30:00+07:00,96.75,97.0,96.75,96.75,96.75,39563
